objectid,uuid,accessioned,accessionnum,locationid,title,displaydate,beginyear,endyear,visualbrowsertimespan,medium,dimensions,inscription,markings,attributioninverted,attribution,provenancetext,creditline,classification,subclassification,visualbrowserclassification,parentid,isvirtual,departmentabbr,portfolio,series,volume,watermarks,lastdetectedmodification,wikidataid,customprinturl,image_uuid,image_iiifurl,image_iiifthumburl,image_viewtype,image_sequence,image_width,image_height,image_maxpixels,image_openaccess,image_created,image_modified,image_depictstmsobjectid,image_assistivetext
167000,7bf6e90d-18be-46aa-bb95-778aadc518c0,1,2014.79.549,,"Plate Number 581. ""Smith"" walking, bareback; rider nude",1887,1887,1887,1876 to 1900,collotype,"image: 19.2 × 39.8 cm (7 9/16 × 15 11/16 in.)
sheet: 47.63 × 60.33 cm (18 3/4 × 23 3/4 in.)","printed, lower center underneath image in black ink: ANIMAL LOCOMOTION. PLATE. 581/ Copyright, 1887, by EADWEARD MUYBRIDGE. All rights reserved.; on verso, by Corcoran Gallery of Art, lower left in red pencil: 87.7.527",,"Muybridge, Eadweard",Eadweard Muybridge,"Eadweard Muybridge, Philadelphia, PA; purchased by the Corcoran Gallery of Art, Washington, DC, 1887; acquired by NGA, 2014.","Corcoran Collection (Museum Purchase, 1887)",Photograph,Print,photograph,,0,CPH,,Animal Locomotion: An Electro-Photographic Investigation of Consecutive Phases of Animal Movements,,,2024-03-18 22:01:50.33-04,,,1f87b1f0-b7c1-464c-b7a2-9484d903bb28,https://api.nga.gov/iiif/1f87b1f0-b7c1-464c-b7a2-9484d903bb28,"https://api.nga.gov/iiif/1f87b1f0-b7c1-464c-b7a2-9484d903bb28/full/!200,200/0/default.jpg",primary,0,4299,2074,,1,2015-09-29 13:37:47-04,2026-01-22 10:06:01-05,167000,
167084,b35fa4a2-016b-4036-beea-ccbbc65fe883,1,2014.79.633,,"Plate Number 689. Fallow deer, buck and group of does, galloping",1887,1887,1887,1876 to 1900,collotype,"image: 19.8 × 38.2 cm (7 13/16 × 15 1/16 in.)
sheet: 48.26 × 60.96 cm (19 × 24 in.)","printed, lower center underneath image in black ink: ANIMAL LOCOMOTION. PLATE. 689 / Copyright, 1887, by EADWEARD MUYBRIDGE. All rights reserved.; on verso, by Corcoran Gallery of Art, lower left in red pencil: 87.7.613",,"Muybridge, Eadweard",Eadweard Muybridge,"Eadweard Muybridge, Philadelphia, PA; purchased by the Corcoran Gallery of Art, Washington, DC, 1887; acquired by NGA, 2014.","Corcoran Collection (Museum Purchase, 1887)",Photograph,Print,photograph,,0,CPH,,Animal Locomotion: An Electro-Photographic Investigation of Consecutive Phases of Animal Movements,,,2024-03-18 22:01:50.33-04,,,20488d55-f13e-4d16-92c4-fa0c3bb1d2a4,https://api.nga.gov/iiif/20488d55-f13e-4d16-92c4-fa0c3bb1d2a4,"https://api.nga.gov/iiif/20488d55-f13e-4d16-92c4-fa0c3bb1d2a4/full/!200,200/0/default.jpg",primary,0,4267,2187,,1,2015-10-07 10:20:49-04,2026-01-22 09:44:41-05,167084,
167059,c857581e-038c-4cfc-9199-7c2fd35503c1,1,2014.79.608,,"Plate Number 641. ""Pandora"" jumping a hurdle, saddled, knocking over the hurdle and landing",1887,1887,1887,1876 to 1900,collotype,"image: 13.8 × 45.4 cm (5 7/16 × 17 7/8 in.)
sheet: 47.63 × 60.33 cm (18 3/4 × 23 3/4 in.)","printed, lower center underneath image in black ink: ANIMAL LOCOMOTION. PLATE. 641 / Copyright, 1887, by EADWEARD MUYBRIDGE. All rights reserved.; on verso, by Corcoran Gallery of Art, lower left in red pencil: 87.7.587",,"Muybridge, Eadweard",Eadweard Muybridge,"Eadweard Muybridge, Philadelphia, PA; purchased by the Corcoran Gallery of Art, Washington, DC, 1887; acquired by NGA, 2014.","Corcoran Collection (Museum Purchase, 1887)",Photograph,Print,photograph,,0,CPH,,Animal Locomotion: An Electro-Photographic Investigation of Consecutive Phases of Animal Movements,,,2024-03-18 22:01:50.33-04,,,20784a16-9ea9-48f0-9a8f-f47d3aaf7bbb,https://api.nga.gov/iiif/20784a16-9ea9-48f0-9a8f-f47d3aaf7bbb,"https://api.nga.gov/iiif/20784a16-9ea9-48f0-9a8f-f47d3aaf7bbb/full/!200,200/0/default.jpg",primary,0,4919,1489,,1,2015-09-30 12:00:36-04,2026-01-22 10:03:19-05,167059,
166847,6bf0f539-ec0e-40a5-af16-e99ac4e8a6df,1,2014.79.396,,"Plate Number 375. Blacksmiths, hammering on anvil",1887,1887,1887,1876 to 1900,collotype,"image: 14.5 × 45.9 cm (5 11/16 × 18 1/16 in.)
sheet: 47.7 × 60.3 cm (18 3/4 × 23 3/4 in.)","printed, lower center underneath image in black ink: ANIMAL LOCOMOTION. PLATE. 375 / Copyright, 1887, by EADWEARD MUYBRIDGE. All rights reserved.; on verso, by Corcoran Gallery of Art, lower left in red pencil: 87.7.359",,"Muybridge, Eadweard",Eadweard Muybridge,"Eadweard Muybridge, Philadelphia, PA; purchased by the Corcoran Gallery of Art, Washington, DC, 1887; acquired by NGA, 2014.","Corcoran Collection (Museum Purchase, 1887)",Photograph,Print,photograph,,0,CPH,,Animal Locomotion: An Electro-Photographic Investigation of Consecutive Phases of Animal Movements,,,2024-03-18 22:01:50.33-04,,,20853f41-0404-4e2c-ab5e-c839fa18456d,https://api.nga.gov/iiif/20853f41-0404-4e2c-ab5e-c839fa18456d,"https://api.nga.gov/iiif/20853f41-0404-4e2c-ab5e-c839fa18456d/full/!200,200/0/default.jpg",primary,0,4839,1478,,1,2015-09-23 11:35:24-04,2026-01-22 10:12:36-05,166847,
166736,1885beef-31e8-486d-8399-4c75abffde1f,1,2014.79.285,,Plate Number 256. Lying on the ground and reading,1887,1887,1887,1876 to 1900,collotype,"image: 18.6 × 40.2 cm (7 5/16 × 15 13/16 in.)
sheet: 48.6 × 61.2 cm (19 1/8 × 24 1/8 in.)","printed, lower center underneath image in black ink: ANIMAL LOCOMOTION. PLATE. 256 / Copyright, 1887, by EADWEARD MUYBRIDGE. All rights reserved.; on verso, by Corcoran Gallery of Art, lower left in red pencil: 87.7.244",,"Muybridge, Eadweard",Eadweard Muybridge,"Eadweard Muybridge, Philadelphia, PA; purchased by the Corcoran Gallery of Art, Washington, DC, 1887; acquired by NGA, 2014.","Corcoran Collection (Museum Purchase, 1887)",Photograph,Print,photograph,,0,CPH,,Animal Locomotion: An Electro-Photographic Investigation of Consecutive Phases of Animal Movements,,,2024-03-18 22:01:50.33-04,,,20dda298-da23-45ae-855a-4deeacb612e8,https://api.nga.gov/iiif/20dda298-da23-45ae-855a-4deeacb612e8,"https://api.nga.gov/iiif/20dda298-da23-45ae-855a-4deeacb612e8/full/!200,200/0/default.jpg",primary,0,4380,2022,,1,2015-10-29 11:07:46-04,2026-01-22 09:49:06-05,166736,
166585,e31f5e36-263c-4449-8996-e080971b3967,1,2014.79.134,,Plate Number 83. Ascending an incline with a bucket of water in right hand,1887,1887,1887,1876 to 1900,collotype,"image: 17.1 × 41.6 cm (6 3/4 × 16 3/8 in.)
sheet: 47.8 × 60.4 cm (18 13/16 × 23 3/4 in.)","printed, lower center underneath image in black ink: ANIMAL LOCOMOTION. PLATE. 83 / Copyright, 1887, by EADWEARD MUYBRIDGE. All rights reserved.; on verso, by Corcoran Gallery of Art, lower left in red pencil: 87.7.83",,"Muybridge, Eadweard",Eadweard Muybridge,"Eadweard Muybridge, Philadelphia, PA; purchased by the Corcoran Gallery of Art, Washington, DC, 1887; acquired by NGA, 2014.","Corcoran Collection (Museum Purchase, 1887)",Photograph,Print,photograph,,0,CPH,,Animal Locomotion: An Electro-Photographic Investigation of Consecutive Phases of Animal Movements,,,2024-03-18 22:01:50.33-04,,,20e8ef6f-d51d-42e8-9dba-dadccb2269e7,https://api.nga.gov/iiif/20e8ef6f-d51d-42e8-9dba-dadccb2269e7,"https://api.nga.gov/iiif/20e8ef6f-d51d-42e8-9dba-dadccb2269e7/full/!200,200/0/default.jpg",primary,0,4382,1797,,1,2015-09-22 16:13:43-04,2026-01-22 10:19:45-05,166585,
166908,aa31b346-1920-4f04-bcaf-d712c0d9529f,1,2014.79.457,,Plate Number 465. Child bringing a bouquet to a woman,1887,1887,1887,1876 to 1900,collotype,"image: 19.9 × 38.1 cm (7 13/16 × 15 in.)
sheet: 47.8 × 60.4 cm (18 13/16 × 23 3/4 in.)
mat: 55.9 × 71.1 cm (22 × 28 in.)","printed, lower center underneath image in black ink: ANIMAL LOCOMOTION. PLATE. 465 / Copyright, 1887. by EADWEARD MUYBRIDGE. All rights reserved.; on verso, by Corcoran Gallery of Art, lower left in red pencil: 87.7.426",,"Muybridge, Eadweard",Eadweard Muybridge,"Eadweard Muybridge, Philadelphia, PA; purchased by the Corcoran Gallery of Art, Washington, DC, 1887; acquired by NGA, 2014.","Corcoran Collection (Museum Purchase, 1887)",Photograph,Print,photograph,,0,CPH,,Animal Locomotion: An Electro-Photographic Investigation of Consecutive Phases of Animal Movements,,,2024-03-18 22:01:50.33-04,Q64147048,,20f4d820-74f0-44b3-b268-b03399abdf64,https://api.nga.gov/iiif/20f4d820-74f0-44b3-b268-b03399abdf64,"https://api.nga.gov/iiif/20f4d820-74f0-44b3-b268-b03399abdf64/full/!200,200/0/default.jpg",primary,0,6835,3565,,1,2024-02-15 11:50:06-05,2025-12-29 11:26:07-05,166908,
166625,50a85669-e77c-40ef-832c-9c92d0a4498d,1,2014.79.174,,Plate Number 125. Descending stairs,1887,1887,1887,1876 to 1900,collotype,"image: 22.2 × 34 cm (8 3/4 × 13 3/8 in.)
sheet: 47.6 × 60.15 cm (18 3/4 × 23 11/16 in.)","printed, lower center underneath image in black ink: ANIMAL LOCOMOTION. PLATE. 125 / Copyright, 1887, by EADWEARD MUYBRIDGE. All rights reserved.; on verso, by Corcoran Gallery of Art, lower left in red pencil: 87.7.125",,"Muybridge, Eadweard",Eadweard Muybridge,"Eadweard Muybridge, Philadelphia, PA; purchased by the Corcoran Gallery of Art, Washington, DC, 1887; acquired by NGA, 2014.","Corcoran Collection (Museum Purchase, 1887)",Photograph,Print,photograph,,0,CPH,,Animal Locomotion: An Electro-Photographic Investigation of Consecutive Phases of Animal Movements,,,2024-03-18 22:01:50.33-04,,,217ca846-d2f9-4a03-b6d2-acfa56aee321,https://api.nga.gov/iiif/217ca846-d2f9-4a03-b6d2-acfa56aee321,"https://api.nga.gov/iiif/217ca846-d2f9-4a03-b6d2-acfa56aee321/full/!200,200/0/default.jpg",primary,0,3586,2346,,1,2015-09-23 12:14:55-04,2026-01-22 10:11:16-05,166625,
166514,9e4090fc-5c4b-4786-b3d2-9cfeabfbb669,1,2014.79.63,,Plate Number 10. Walking,1887,1887,1887,1876 to 1900,collotype,"image: 25.65 × 28.5 cm (10 1/8 × 11 1/4 in.)
sheet: 47.45 × 60.3 cm (18 11/16 × 23 3/4 in.)","printed, lower center underneath image in black ink: ANIMAL LOCOMOTION. PLATE. 10 / Copyright, 1887, by EADWEARD MUYBRIDGE. All rights reserved.; on verso, by Corcoran Gallery of Art, lower left in red pencil: 87.7.10",,"Muybridge, Eadweard",Eadweard Muybridge,"Eadweard Muybridge, Philadelphia, PA; purchased by the Corcoran Gallery of Art, Washington, DC, 1887; acquired by NGA, 2014.","Corcoran Collection (Museum Purchase, 1887)",Photograph,Print,photograph,,0,CPH,,Animal Locomotion: An Electro-Photographic Investigation of Consecutive Phases of Animal Movements,,,2025-12-22 22:01:37.637-05,,,21cd475a-df8f-407b-9e54-1bda05018432,https://api.nga.gov/iiif/21cd475a-df8f-407b-9e54-1bda05018432,"https://api.nga.gov/iiif/21cd475a-df8f-407b-9e54-1bda05018432/full/!200,200/0/default.jpg",primary,0,2982,2691,,1,2015-09-23 12:02:35-04,2026-01-22 10:14:07-05,166514,
166662,ba40c644-1ed2-4c6e-b8ff-d003edb4895b,1,2014.79.211,,Plate Number 165. Jumping and pole-vaulting,1887,1887,1887,1876 to 1900,collotype,"image: 18 × 40.5 cm (7 1/16 × 15 15/16 in.)
sheet: 48.3 × 61.1 cm (19 × 24 1/16 in.)","printed, lower center underneath image in black ink: ANIMAL LOCOMOTION. PLATE. 165 / Copyright, 1887, by EADWEARD MUYBRIDGE. All rights reserved.; on verso, by Corcoran Gallery of Art, lower left in red pencil: 87.7.165",,"Muybridge, Eadweard",Eadweard Muybridge,"Eadweard Muybridge, Philadelphia, PA; purchased by the Corcoran Gallery of Art, Washington, DC, 1887; acquired by NGA, 2014.","Corcoran Collection (Museum Purchase, 1887)",Photograph,Print,photograph,,0,CPH,,Animal Locomotion: An Electro-Photographic Investigation of Consecutive Phases of Animal Movements,,,2024-03-18 22:01:50.33-04,,,2291ee5e-44e6-4117-bb04-24700c6d1dd0,https://api.nga.gov/iiif/2291ee5e-44e6-4117-bb04-24700c6d1dd0,"https://api.nga.gov/iiif/2291ee5e-44e6-4117-bb04-24700c6d1dd0/full/!200,200/0/default.jpg",primary,0,4287,1893,,1,2015-09-23 12:17:54-04,2026-01-22 09:59:02-05,166662,
167075,392dea79-156a-4d0d-8bea-6d5465520ef5,1,2014.79.624,,Plate Number 680. Oryx galloping,1887,1887,1887,1876 to 1900,collotype,"image: 16.2 × 40.2 cm (6 3/8 × 15 13/16 in.)
sheet: 47.63 × 60.33 cm (18 3/4 × 23 3/4 in.)","printed, lower center underneath image in black ink: ANIMAL LOCOMOTION. PLATE. 680 / Copyright, 1887, by EADWEARD MUYBRIDGE. All rights reserved.; on verso, by Corcoran Gallery of Art, lower left in red pencil: 87.7.604",,"Muybridge, Eadweard",Eadweard Muybridge,"Eadweard Muybridge, Philadelphia, PA; purchased by the Corcoran Gallery of Art, Washington, DC, 1887; acquired by NGA, 2014.","Corcoran Collection (Museum Purchase, 1887)",Photograph,Print,photograph,,0,CPH,,Animal Locomotion: An Electro-Photographic Investigation of Consecutive Phases of Animal Movements,,,2024-03-18 22:01:50.33-04,,,22fc524f-ca5e-4e8a-b1c5-6738c522b98c,https://api.nga.gov/iiif/22fc524f-ca5e-4e8a-b1c5-6738c522b98c,"https://api.nga.gov/iiif/22fc524f-ca5e-4e8a-b1c5-6738c522b98c/full/!200,200/0/default.jpg",primary,0,4478,1800,,1,2015-10-07 11:23:42-04,2026-01-22 09:54:22-05,167075,
166713,63a8daf0-ed40-42a6-a704-eb175c99d21e,1,2014.79.262,,"Plate Number 223. Stooping, lifting a basin, wiping it and turning",1887,1887,1887,1876 to 1900,collotype,"image: 24.2 × 31.3 cm (9 1/2 × 12 5/16 in.)
sheet: 48.4 × 61.3 cm (19 1/16 × 24 1/8 in.)","printed, lower center underneath image in black ink: ANIMAL LOCOMOTION. PLATE. 223 / Copyright, 1887, by EADWEARD MUYBRIDGE. All rights reserved.; on verso, by Corcoran Gallery of Art, lower left in red pencil: 87.7.220",,"Muybridge, Eadweard",Eadweard Muybridge,"Eadweard Muybridge, Philadelphia, PA; purchased by the Corcoran Gallery of Art, Washington, DC, 1887; acquired by NGA, 2014.","Corcoran Collection (Museum Purchase, 1887)",Photograph,Print,photograph,,0,CPH,,Animal Locomotion: An Electro-Photographic Investigation of Consecutive Phases of Animal Movements,,,2024-03-18 22:01:50.33-04,,,2368e51e-b403-403b-852b-f2d8eeeba2ac,https://api.nga.gov/iiif/2368e51e-b403-403b-852b-f2d8eeeba2ac,"https://api.nga.gov/iiif/2368e51e-b403-403b-852b-f2d8eeeba2ac/full/!200,200/0/default.jpg",primary,0,3397,2635,,1,2015-10-29 11:52:59-04,2026-01-22 09:40:13-05,166713,
166967,bca0c931-322c-4d6f-9f12-e29d97cd6eb0,1,2014.79.516,,Plate Number 541. Spastic walking,1887,1887,1887,1876 to 1900,collotype,"image: 21.1 × 36.2 cm (8 5/16 × 14 1/4 in.)
sheet: 48.26 × 60.96 cm (19 × 24 in.)","printed, lower center underneath image in black ink: ANIMAL LOCOMOTION. PLATE. 541 / Copyright, 1887, by EADWEARD MUYBRIDGE. All rights reserved.; on verso, by Corcoran Gallery of Art, lower left in red pencil: 87.7.493",,"Muybridge, Eadweard",Eadweard Muybridge,"Eadweard Muybridge, Philadelphia, PA; purchased by the Corcoran Gallery of Art, Washington, DC, 1887; acquired by NGA, 2014.","Corcoran Collection (Museum Purchase, 1887)",Photograph,Print,photograph,,0,CPH,,Animal Locomotion: An Electro-Photographic Investigation of Consecutive Phases of Animal Movements,,,2025-12-22 22:01:37.637-05,,,23ca2c9c-0303-4386-a695-8d4630c78529,https://api.nga.gov/iiif/23ca2c9c-0303-4386-a695-8d4630c78529,"https://api.nga.gov/iiif/23ca2c9c-0303-4386-a695-8d4630c78529/full/!200,200/0/default.jpg",primary,0,3810,2217,,1,2015-09-28 13:45:56-04,2026-01-22 09:52:43-05,166967,
166766,21e7508c-e79a-478d-938d-60169e63c6ac,1,2014.79.315,,"Plate Number 288. Baseball, error",1887,1887,1887,1876 to 1900,collotype,"image: 26.5 × 28.9 cm (10 7/16 × 11 3/8 in.)
sheet: 48.5 × 60.9 cm (19 1/8 × 24 in.)","printed, lower center underneath image in black ink: ANIMAL LOCOMOTION. PLATE. 288 / Copyright, 1887, by EADWEARD MUYBRIDGE. All rights reserved.; on verso, by Corcoran Gallery of Art, lower left in red pencil: 87.7.274",,"Muybridge, Eadweard",Eadweard Muybridge,"Eadweard Muybridge, Philadelphia, PA; purchased by the Corcoran Gallery of Art, Washington, DC, 1887; acquired by NGA, 2014.","Corcoran Collection (Museum Purchase, 1887)",Photograph,Print,photograph,,0,CPH,,Animal Locomotion: An Electro-Photographic Investigation of Consecutive Phases of Animal Movements,,,2024-03-18 22:01:50.33-04,,,23ceb0ef-b3c0-4abd-b59f-b26a40c7e588,https://api.nga.gov/iiif/23ceb0ef-b3c0-4abd-b59f-b26a40c7e588,"https://api.nga.gov/iiif/23ceb0ef-b3c0-4abd-b59f-b26a40c7e588/full/!200,200/0/default.jpg",primary,0,3046,2776,,1,2015-09-23 12:30:13-04,2026-01-22 10:09:17-05,166766,
166920,fa682f93-3af0-4286-8a60-176e65e6c4e8,1,2014.79.469,,"Plate Number 477. Child stooping, lifting a goblet and drinking",1887,1887,1887,1876 to 1900,collotype,"image: 20.8 × 35.3 cm (8 3/16 × 13 7/8 in.)
sheet: 47.8 × 60.3 cm (18 13/16 × 23 3/4 in.)","printed, lower center underneath image in black ink: ANIMAL LOCOMOTION. PLATE. 477 / Copyright, 1887, by EADWEARD MUYBRIDGE. All rights reserved.; on verso, by Corcoran Gallery of Art, lower left in red pencil: 87.7.438",,"Muybridge, Eadweard",Eadweard Muybridge,"Eadweard Muybridge, Philadelphia, PA; purchased by the Corcoran Gallery of Art, Washington, DC, 1887; acquired by NGA, 2014.","Corcoran Collection (Museum Purchase, 1887)",Photograph,Print,photograph,,0,CPH,,Animal Locomotion: An Electro-Photographic Investigation of Consecutive Phases of Animal Movements,,,2025-12-22 22:01:37.637-05,,,24536d46-9022-43e6-ba0b-d9bf82197c60,https://api.nga.gov/iiif/24536d46-9022-43e6-ba0b-d9bf82197c60,"https://api.nga.gov/iiif/24536d46-9022-43e6-ba0b-d9bf82197c60/full/!200,200/0/default.jpg",primary,0,3713,2175,,1,2015-09-23 11:07:06-04,2026-01-22 10:12:44-05,166920,
166768,dfa9d6b9-3a19-441d-a020-db9f3c3b8b74,1,2014.79.317,,"Plate Number 290. Cricket, overarm bowling",1887,1887,1887,1876 to 1900,collotype,"image: 15.8 × 45.1 cm (6 1/4 × 17 3/4 in.)
sheet: 48.3 × 61.2 cm (19 × 24 1/8 in.)","printed, lower center underneath image in black ink: ANIMAL LOCOMOTION. PLATE. 290 / Copyright, 1887, by EADWEARD MUYBRIDGE. All rights reserved.; on verso, by Corcoran Gallery of Art, lower left in red pencil: 87.7.276",,"Muybridge, Eadweard",Eadweard Muybridge,"Eadweard Muybridge, Philadelphia, PA; purchased by the Corcoran Gallery of Art, Washington, DC, 1887; acquired by NGA, 2014.","Corcoran Collection (Museum Purchase, 1887)",Photograph,Print,photograph,,0,CPH,,Animal Locomotion: An Electro-Photographic Investigation of Consecutive Phases of Animal Movements,,,2024-03-18 22:01:50.33-04,,,259abaa0-19a5-4648-ac50-ef2c601842a6,https://api.nga.gov/iiif/259abaa0-19a5-4648-ac50-ef2c601842a6,"https://api.nga.gov/iiif/259abaa0-19a5-4648-ac50-ef2c601842a6/full/!200,200/0/default.jpg",primary,0,4751,1651,,1,2015-09-28 16:07:28-04,2026-01-22 09:44:39-05,166768,
166897,0e8165ad-e77f-4ad5-aab3-0be82ba52591,1,2014.79.446,,Plate Number 454. Taking a 12-lb. basket from head and placing it on the ground,1887,1887,1887,1876 to 1900,collotype,"image: 21.7 × 32.9 cm (8 9/16 × 12 15/16 in.)
sheet: 47.63 × 60.33 cm (18 3/4 × 23 3/4 in.)","printed, lower center underneath image in black ink: ANIMAL LOCOMOTION. PLATE. 454 / Copyright, 1887, by EADWEARD MUYBRIDGE. All rights reserved.; on verso, by Corcoran Gallery of Art, lower left in red pencil: 87.7.415",,"Muybridge, Eadweard",Eadweard Muybridge,"Eadweard Muybridge, Philadelphia, PA; purchased by the Corcoran Gallery of Art, Washington, DC, 1887; acquired by NGA, 2014.","Corcoran Collection (Museum Purchase, 1887)",Photograph,Print,photograph,,0,CPH,,Animal Locomotion: An Electro-Photographic Investigation of Consecutive Phases of Animal Movements,,,2024-03-18 22:01:50.33-04,,,25d4507b-dfca-48a2-b5fd-b6de7553996b,https://api.nga.gov/iiif/25d4507b-dfca-48a2-b5fd-b6de7553996b,"https://api.nga.gov/iiif/25d4507b-dfca-48a2-b5fd-b6de7553996b/full/!200,200/0/default.jpg",primary,0,3669,2410,,1,2015-10-06 12:18:10-04,2026-01-22 09:51:18-05,166897,
167116,281f6112-eb28-4980-a07d-ec36aabc6054,1,2014.79.665,,Plate Number 740. Bactrian camel galloping,1887,1887,1887,1876 to 1900,collotype,"image: 22.23 × 33.66 cm (8 3/4 × 13 1/4 in.)
sheet: 47.63 × 60.33 cm (18 3/4 × 23 3/4 in.)","printed, lower center underneath image in black ink: ANIMAL LOCOMOTION. PLATE. 740 / Copyright, 1887, by EADWEARD MUYBRIDGE. All rights reserved.; on verso, by Corcoran Gallery of Art, lower left in red pencil: 87.7.648",,"Muybridge, Eadweard",Eadweard Muybridge,"Eadweard Muybridge, Philadelphia, PA; purchased by the Corcoran Gallery of Art, Washington, DC, 1887; acquired by NGA, 2014.","Corcoran Collection (Museum Purchase, 1887)",Photograph,Print,photograph,,0,CPH,,Animal Locomotion: An Electro-Photographic Investigation of Consecutive Phases of Animal Movements,,,2024-03-18 22:01:50.33-04,,,2623585e-9023-42d7-9e9a-93018aef5638,https://api.nga.gov/iiif/2623585e-9023-42d7-9e9a-93018aef5638,"https://api.nga.gov/iiif/2623585e-9023-42d7-9e9a-93018aef5638/full/!200,200/0/default.jpg",primary,0,3720,2459,,1,2015-10-07 10:47:09-04,2026-01-22 09:47:18-05,167116,
181217,9966e3b8-c38f-41d0-b789-35f35ab6d9e9,1,2015.19.4116,,"Plate Number 380. Carpenter, sawing a board",1887,1887,1887,1876 to 1900,collotype,"image: 22.8 × 32.5 cm (9 × 12 13/16 in.)
sheet: 48.2 × 61 cm (19 × 24 in.)","printed, lower center underneath image in black ink: ANIMAL LOCOMOTION. PLATE 380 / Copyright 1887, by EADWEARD MUYBRIDGE. All rights reserved.; on verso, by Corcoran Gallery of Art, lower left in red pencil: 87.7.364",,"Muybridge, Eadweard",Eadweard Muybridge,"Eadweard Muybridge, Philadelphia, PA; purchased by the Corcoran Gallery of Art, Washington, DC, 1887; acquired by NGA, 2014.","Corcoran Collection (Museum Purchase, 1887)",Photograph,Print,photograph,,0,CPH,,Animal Locomotion: An Electro-Photographic Investigation of Consecutive Phases of Animal Movements,,,2024-03-18 22:01:50.33-04,,,26e3e05a-90c9-4ce7-a8c5-4a226f4d9c11,https://api.nga.gov/iiif/26e3e05a-90c9-4ce7-a8c5-4a226f4d9c11,"https://api.nga.gov/iiif/26e3e05a-90c9-4ce7-a8c5-4a226f4d9c11/full/!200,200/0/default.jpg",primary,0,5798,4071,,1,2024-02-15 10:19:02-05,2025-12-29 11:26:45-05,181217,
166665,e8783403-464c-41a5-bec5-6073228c63dd,1,2014.79.214,,Plate Number 168. Jumping over a boy's back (leapfrog),1887,1887,1887,1876 to 1900,collotype,"image: 16.2 × 43.7 cm (6 3/8 × 17 3/16 in.)
sheet: 48.1 × 61.15 cm (18 15/16 × 24 1/16 in.)","printed, lower center underneath image in black ink: ANIMAL LOCOMOTION. PLATE. 168 / Copyright 1887, by EADWEARD MUYBRIDGE. All rights reserved.; on verso, by Corcoran Gallery of Art, lower left in red pencil: 87.7.168",,"Muybridge, Eadweard",Eadweard Muybridge,"Eadweard Muybridge, Philadelphia, PA; purchased by the Corcoran Gallery of Art, Washington, DC, 1887; acquired by NGA, 2014.","Corcoran Collection (Museum Purchase, 1887)",Photograph,Print,photograph,,0,CPH,,Animal Locomotion: An Electro-Photographic Investigation of Consecutive Phases of Animal Movements,,,2024-03-18 22:01:50.33-04,,,27a6f3ad-7486-45a6-9056-a02705977d55,https://api.nga.gov/iiif/27a6f3ad-7486-45a6-9056-a02705977d55,"https://api.nga.gov/iiif/27a6f3ad-7486-45a6-9056-a02705977d55/full/!200,200/0/default.jpg",primary,0,4610,1688,,1,2015-09-23 11:53:24-04,2026-01-22 09:55:33-05,166665,
167006,b794b3b7-84b6-4beb-8bd0-0a0947188721,1,2014.79.555,,"Plate Number 587. ""Nellie Rose"" walking, harnessed to sulky",1887,1887,1887,1876 to 1900,collotype,"image: 21.5 × 34.4 cm (8 7/16 × 13 9/16 in.)
sheet: 47.63 × 60.33 cm (18 3/4 × 23 3/4 in.)","printed, lower center underneath image in black ink: ANIMAL LOCOMOTION. PLATE. 587 / Copyright, 1887, by EADWEARD MUYBRIDGE. All rights reserved.; on verso, by Corcoran Gallery of Art, lower left in red pencil: 87.7.533",,"Muybridge, Eadweard",Eadweard Muybridge,"Eadweard Muybridge, Philadelphia, PA; purchased by the Corcoran Gallery of Art, Washington, DC, 1887; acquired by NGA, 2014.","Corcoran Collection (Museum Purchase, 1887)",Photograph,Print,photograph,,0,CPH,,Animal Locomotion: An Electro-Photographic Investigation of Consecutive Phases of Animal Movements,,,2024-03-18 22:01:50.33-04,,,2852c384-1eae-4566-b733-b0700168c68c,https://api.nga.gov/iiif/2852c384-1eae-4566-b733-b0700168c68c,"https://api.nga.gov/iiif/2852c384-1eae-4566-b733-b0700168c68c/full/!200,200/0/default.jpg",primary,0,3724,2305,,1,2015-09-29 13:40:21-04,2026-01-22 10:07:29-05,167006,
167024,3d323117-e308-4453-aa68-a107dd125764,1,2014.79.573,,"Plate Number 606. ""Reuben"" trotting, harnessed to sulky",1887,1887,1887,1876 to 1900,collotype,"image: 20.5 × 35.6 cm (8 1/16 × 14 in.)
sheet: 47.63 × 60.33 cm (18 3/4 × 23 3/4 in.)","printed, lower center underneath image in black ink: ANIMAL LOCOMOTION. PLATE. 606 / Copyright, 1887, by EADWEARD MUYBRIDGE. All rights reserved.; on verso, by Corcoran Gallery of Art, lower left in red pencil: 87.7.552",,"Muybridge, Eadweard",Eadweard Muybridge,"Eadweard Muybridge, Philadelphia, PA; purchased by the Corcoran Gallery of Art, Washington, DC, 1887; acquired by NGA, 2014.","Corcoran Collection (Museum Purchase, 1887)",Photograph,Print,photograph,,0,CPH,,Animal Locomotion: An Electro-Photographic Investigation of Consecutive Phases of Animal Movements,,,2024-03-18 22:01:50.33-04,,,28563ec2-8033-49b2-a4ac-162c79dd622b,https://api.nga.gov/iiif/28563ec2-8033-49b2-a4ac-162c79dd622b,"https://api.nga.gov/iiif/28563ec2-8033-49b2-a4ac-162c79dd622b/full/!200,200/0/default.jpg",primary,0,3850,2208,,1,2015-09-29 13:22:15-04,2026-01-22 10:17:45-05,167024,
